"CIF_ID","TRAN_DATE_BAL"
"0016917",366309.57
"0107228",59487.32
"0107228",109493.32
"0117222",577484.24
"0170288",211323.06
"0170288",250873.06
"0174735",11425.088
"0189496",4334.98
"0016917",536125.52
"0107228",378223.32
"0046881",43975.35
"0155631",379107.85
"0059993",27314.81
"0081281",773.19
"0051162",6062.56
"0165059",556155.925
"0116457",510.05
"0046881",54656.35
"0041227",24312.39
"0085268",149598.55
"0117222",150230.24
"0117222",467460.24
"0166961",322436.15
"0175445",75893.3
"0041210",2616.84
"0181795",7433.7
"0040097",331933.59
"0117110",26409.08
"0117222",580796.98572825
"0167758",3034.67
"0127024",12137.35
"0090090",72382.5
"0175204",15439.54
"0035119",6286.04
"0173031",90007.38
"0117222",120054.9905
"0117222",11410.239
"0164244",215745.846
"0130956",11062.46
"0122682",3316.33
"0136475",447047.24
"0136475",447047.24
"0289937",24434
"0152938",11397.73
"0319872",8679.99
"0115882",686451.75
"0175445",62085.3
"0175445",82121.3
"0097907",8449.85
"0097907",63069.85
"0121367",10556.12
"0199178",954523.47
"0270175",77997.42
"0152938",297047.27
"0319872",3266.79
"0319872",8079.99
"0059993",67014.81
"0152938",21300.27
"0117222",613843.24
"0325051",106307
"0320396",20136
"0115882",704539.75
"0090090",56719.5
"0289351",40056.66
"0059993",205314.81
"0320396",64
"0199178",331343.47
"0040097",45417.59
"0103403",76964.89
"0157692",161.99
"0319872",8079.99
"0175445",79859.3
"0177523",15692
"0177523",21812
"0189496",7034.98
"0175128",81225.32
"0103743",2051.91
"0187868",7477.46
"0187868",8537.46
"0179995",
"0174737",3008.68
"0174735",9054.25
"0286199",2321.75
"0041210",39683.72
"0112297",2392.02
"0137408",62026.04
"0127024",5485.85
"0073785",29466.14
"0155631",389207.85
"0041227",8704.39
"0270175",97259.5
"0103693",43698.71
"0041227",74644.39
"0173967",82.16
"0326766",12606.95
"0041210",516.84
"0102307",9082.51
"0289351",371618.34
"0164244",9410.1765
"0318526",50754.86
"0040097",100717.59
"0187868",77.46
"0187868",2127.46
"0179995",9681.79
"0179995",11196.32
"0283166",16900.76
"0325481",40451.65
"0278201",181
"0161921",1695.89
"0161921",2695.89
"0088190",72751.24
"0325481",451.65
"0165059",27216.825
"0049084",287172.15
"0103403",925037.5
"0165059",191378.55
"0189496",26682.98
"0071785",90173.59
"0157692",15961.99
"0055422",152026.19
"0125482",1138.08
"0173858",218.34
"0173858",5904.34
"0116457",298.05
"0161150",283495.6
"0070423",4417.82
"0199178",301343.47
"0171349",20592.43
"0115882",779247.75
"0182797",566377.38
"0177523",53238
"0177569",248051
"0117222",573831.24
"0181795",4143.7
"0321928",5999.25
"0165059",460549.55
"0270175",346377.5
"0171349",200000
"0103743",1931.91
"0121701",171739.98
"0121701",254931.02
"0125482",41108.08
"0187868",7077.46
"0165059",183148.55
"0270175",109068.5
"0286199",10321.75
"0154220",3327.2
"0154220",12363.2
"0055422",166038.19
"0055422",190054.19
"0325051",115684
"0041210",19677.72
"0170288",204023.06
"0175204",37129.54
"0177391",3245.58
"0177391",14498.58
"0112297",58907.54
"0187868",2127.46
"0177391",388.58
"0325051",19884
"0152938",47805.9
"0103403",39987.89
"0046881",48501.35
"0041227",44608.39
"0152938",266625.27
"0325051",53084
"0055422",161032.19
"0152938",12678.27
"0016917",379854.32
"0041210",0
"0175445",42013.3
"0162572",19700.77
"0162572",28000.77
"0189096",28350.2
"0189096",33000.2
"0322673",204
"0055422",202039.19
"0055422",152026.19
"0127024",2540.35
"0041210",75.72
"0041210",575.72
"0152938",117419.27
"0164244",46881.78
"0189496",7534.98
"0073785",18516.14
"0157692",20961.99
"0173967",154.16
"0189096",4502.2
"0270175",206068.5
"0173858",5904.34
"0171349",40592.43
"0055422",127021.19
"0055422",142027.19
"0175128",61237.32
"0182797",66401.38
"0103403",4987.89
"0165059",27484.795
"0173031",40008.06
"0173031",44008.06
"0073785",24691.14
"0325051",24884
"0229867",34306
"0270175",1377.5
"0050764",29708.78
"0161921",13721.89
"0157692",63212.99
"0152938",4774.57
"0227775",33.55
"0187868",7277.46
"0322673",49776
"0325051",33899
"0016917",471165.52
"0085268",698.55
"0085268",803.55
"0059993",117606.81
"0059993",67014.81
"0009366",104521.86
"0326766",100.95
"0171349",10592.43
"0116457",2198.05
"0189496",5034.98
"0103693",69384.71
"0081281",6049.19
"0130164",26228.48
"0107228",203211.32
"0276044",32053.5
"0182797",814329.38
"0125482",21054.08
"0127024",3318.85
"0181795",17433.7
"0318526",70754.86
"0174755",32440.9
"0134206",24059.8
"0055943",15012.7
"0055422",88997.19
"0055422",120015.19
"0085268",10413.55
"0227067",90074
"0170288",181700.06
"0175204",9033.54
"0174735",16459.25
"0165059",128076.55
"0197473",31122.4
"0270175",119053.5
"0173031",7155.11
"0189496",44328.98
"0117222",517472.24
"0289351",32038.8375
"0286199",4321.75
"0322673",4704
"0059993",134534.81
"0277241",30052.15
"0116457",2798.05
"0103693",-108641.39
"0179995",142660.29
"0320628",5437.2
"0321928",9999.25
"0319872",100032.7005
"0175128",178075.32
"0175128",98087.32
"0043693",266952.28
"0035119",91298.04
"0049844",235678.94
"0289937",56242
"0174735",13594.25
"0325051",62684
"0164244",21537.91
"0319872",150322.317
"0181795",2215.7
"0103693",61586.71
"0320628",462.2
"0117110",64921.08
"0187868",9748.46
"0187868",12948.46
"0116457",500.2270406
"0325789",5001.4
"0161921",2695.89
"0173031",1000
"0166091",41649.79
"0289351",4611.66
"0319872",16194.79
"0103693",46566.261
"0117222",296081.24
"0103403",39987.89
"0173840",42830
"0127024",67007.85
"0090090",73832.5
"0073785",77456.14
"0179995",21288.1
"0227067",47706
"0182797",854365.38
"0182797",566377.38
"0189496",20472.98
"0173967",82.16
"0112297",32692.02
"0182797",568291.88
"0182797",714323.38
"0055943",20012.7
"0125482",31072.08
"0326766",30412.95
"0161921",13715.89
"0186783",-238.5
"0112297",1824.44
"0161150",279959.6
"0128150",635206.25
"0128150",635206.25
"0125271",55746.21
"0189096",11502.2
"0127024",150098.35
"0174414",309.79
"0162572",39021.31
"0187569",13430.12
"0189096",25000.2
"0181795",3251.7
"0170832",10428.2
"0152938",47821.27
"0049084",348703.15
"0090090",46683.5
"0090090",56719.5
"0179995",4128.29
"0162572",142385.06
"0055422",156026.19
"0157692",40211.99
"0035119",21292.04
"0182797",302649.88
"0177569",175979
"0187868",12948.46
"0308007",208.38
"0320628",115855.2
"0181795",38143.7
"0166091",51649.79
"0319872",68266.79
"0103403",46964.89
"0174735",38810.25
"0173031",80000
"0173031",92000
"0085268",60098.55
"0185075",572.5
"0152938",5229.05
"0152938",11229.05
"0167821",71273.43
"0164244",41875.78
"0152938",79012.27
"0152938",40821.27
"0318526",160554.86
"0320628",62.2
"0117222",553825.24
"0152938",207729.27
"0308007",5006.48
"0081281",239.19
"0077997",151007.02
"0040097",147968.59
"0130164",19213.48
"0319872",16194.79
"0326228",63805
"0164244",722660.32
"0289351",409062.555
"0055422",120015.19
"0117110",12903.08
"0117110",26409.08
"0286199",20321.75
"0174414",509.79
"0035119",3250.04
"0285532",59
"0283166",8798.76
"0171349",75592.43
"0152938",2397.73
"0152871",1723.13
"0158724",66085.18
"0049084",356472.15
"0325051",73184
"0179995",18872.9
"0189496",4934.98
"0127024",4386.85
"0085268",48098.55
"0174735",546.8415
"0173840",42330
"0121367",7256.12
"0161150",253501.6
"0187868",6177.46
"0103572",12930.03
"0117222",
"0117222",225992.56637125
"0171250",242.04
"0166961",14093.15
"0121701",171739.98
"0165190",19637.65
"0289351",251.16
"0285532",14961
"0270175",78598.5
"0229867",27746
"0325481",1138.6895
"0073785",18566.37
"0122056",431.95
"0051307",121.73
"0051307",46389.73
"0125482",1042.08
"0055422",192033.19
"0227775",24675.55
"0166961",63006.15
"0112297",75387.54
"0112297",97129.54
"0174414",7916.79
"0035119",1280.04
"0167821",421273.43
"0097907",104449.85
"0164244",2602.91
"0170832",49964.2
"0016917",274506.32
"0137408",62626.04
"0125271",53746.21
"0189096",8000.2
"0163528",13864
"0112297",2692.02
"0199178",6079.47
"0165059",90933.55
"0197473",442.4
"0270175",113803.5
"0319872",4644.79
"0115882",693055.75
"0270175",5377.5
"0325051",27649
"0162572",34571.31
"0187569",2339.72
"0189096",26050.2
"0152938",20278.27
"0040097",140717.59
"0046741",100.36
"0085268",70098.55
"0085268",114598.55
"0199178",334343.47
"0270175",162280.22
"0321928",6999.25
"0120868",49796.61
"0115882",699319.75
"0041210",416.72
"0046881",76737.35
"0174737",1008.68
"0174735",2267.25
"0125271",56246.21
"0125271",70146.21
"0189096",10002.2
"0325051",26929
"0270175",147895.42
"0270175",247895.42
"0179995",10137.3
"0326766",4700.95
"0103572",7284.03
"0041227",22776.39
"0049938",30288.81
"0189096",8302.2
"0189096",11502.2
"0289351",356.66
"0102307",34082.51
"0044826",9165.7
"0075122",382.68
"0090090",262768.56
"0174735",45810.25
"0308007",5296.48
"0325051",141307
"0325051",30307
"0123242",108306.01
"0325481",875
"0174735",544.086
"0161150",232480.6
"0161150",240552.6
"0326228",60130
"0308007",177.38
"0308007",33.38
"0085268",114598.55
"0157692",59264.99
"0049084",338703.15
"0115882",619247.75
"0164244",139661.5155
"0199178",354343.47
"0270175",272280.22
"0059993",27014.81
"0127024",4363.35
"0125271",52903.21
"0189096",26000.2
"0325051",64557
"0326766",45195.85
"0174755",5440.9
"0090090",68202.5
"0121367",5056.12
"0189496",22256.98
"0085268",12913.55
"0085268",15413.55
"0156940",319.78
"0322673",24740
"0289351",82451.16
"0137408",3366.03
"0162572",15000.77
"0050764",10708.78
"0050764",17708.78
"0156940",19.78
"0103693",100949.88
"0137408",250000
"0040097",25417.59
"0041395",550549.99
"0227775",5025.55
"0227775",30675.55
"0073785",15916.14
"0070423",26313.82
"0139974",620.09
"0165543",32753.2
"0055422",78991.19
"0130164",20213.48
"0130164",21861.48
"0085268",15413.55
"0050764",17708.78
"0175204",11939.54
"0230007",18697
"0164244",53040.49
"0173382",106.97
"0174735",19849.25
"0283166",62.76
"0189496",28822.98
"0107228",659481.32
"0187569",107046.8
"0125271",50053.21
"0165543",411.2
"0041227",19740.39
"0179995",9961.23
"0179995",13966.49
"0130164",21861.48
"0157692",69591.99
"0137408",554.04
"0187569",144487.12
"0276044",34053.5
"0041227",21536.39
"0189096",11192.2
"0116457",1598.05
"0189096",24000.2
"0164244",6531.91
"0164244",21537.91
"0285532",859
"0174414",1481.79
"0174414",3471.79
"0171349",75622.43
"0049844",183181.94
"0308007",10712.91
"0308007",36704.98
"0174414",3471.79
"0155631",480923.85
"0167758",98.67
"0035119",56256.04
"0182797",553255.88
"0320628",80227.2
"0320628",89855.2
"0179995",13829.01
"0179995",845.24
"0187868",13809.46
"0194030",134.15
"0123242",1306.01
"0189096",4000.2
"0009366",2144.86
"0177523",28136
"0177569",232051
"0187868",4177.46
"0308922",60
"0112297",48745.54
"0164244",10608.91
"0174735",12960.25
"0318526",50554.86
"0125271",40746.21
"0016917",430201.82
"0289937",1398
"0320628",2777.2
"0320628",5437.2
"0040097",60417.59
"0158673",5825.61
"0085268",803.55
"0090090",285000.61
"0041210",6671.72
"0103693",92256.71
"0073785",16516.14
"0127024",7858.35
"0167758",22918.67
"0041227",31572.39
"0152938",25136.27
"0121367",6756.12
"0121367",7256.12
"0173967",118.16
"0134206",43109.8
"0179995",12198.15
"0059993",27314.81
"0059993",170314.81
"0122056",564.95
"0164244",31190.93
"0155631",481123.85
"0078323",138.67
"0136475",335097.24
"0167758",18954.67
"0179995",
"0041210",6665.72
"0173031",113700
"0292804",716.81
"0137408",16126.04
"0137408",17576.04
"0055422",142027.19
"0103693",104164.88
"0318526",110474.86
"0318526",117474.86
"0123242",60306.01
"0102307",1992.51
"0044826",145.7
"0044826",9165.7
"0175445",103325.3
"0173031",118700
"0173031",44008.06
"0173031",44346.38
"0189096",6402.2
"0186009",1446.9
"0179995",13966.49
"0136475",417047.24
"0103403",14987.89
"0127024",7125.35
"0073785",24316.37
"0073785",77456.14
"0187569",3930.12
"0103743",2351.91
"0115882",7622.04
"0308007",36704.98
"0117222",261853.24
"0174735",
"0009366",64521.86
"0130956",13164.46
"0130956",17254.46
"0103693",15698.71
"0103693",43698.71
"0152938",3097.73
"0117110",44915.08
"0123242",30306.01
"0085268",20413.55
"0050764",15208.78
"0049844",220642.94
"0308007",396.48
"0320628",11827.2
"0071785",94173.59
"0115882",514451.75
"0090090",265000.61
"0181795",22733.7
"0227775",909.55
"0227775",1525.55
"0179995",2589.95
"0134206",87059.8
"0134206",89059.8
"0127024",9094.85
"0090090",0
"0130164",6867.48
"0174735",14109.25
"0179995",2908.3
"0040097",7097.14
"0040097",27433.91
"0117222",159830.24
"0170832",21428.2
"0073785",81241.14
"0166961",3063006.15
"0121367",16562.12
"0181795",15125.7
"0187569",32393.12
"0189096",25450.2
"0152938",13678.27
"0174414",5316.79
"0035119",171268.04
"0115882",641539.75
"0103693",754.031
"0041210",1716.84
"0187569",22393.12
"0125271",71403.21
"0189096",33000.2
"0157692",5961.99
"0165059",86933.55
"0165059",90933.55
"0136475",375133.24
"0073785",10849.91
"0059993",196198.81
"0125482",21066.08
"0137408",8554.04
"0137408",62026.04
"0134206",25109.8
"0179995",15558.92
"0173031",120700
"0173031",44346.38
"0173031",80001.38
"0158673",109385.61
"0117110",21456.08
"0230007",3661
"0270175",124902.5
"0270175",113803.5
"0127024",-134193.15
"0289351",17356.66
"0289351",40056.66
"0103693",194814.88
"0173031",15000
"0187569",75551.12
"0187569",107046.8
"0189096",7642.2
"0163528",4864
"0308007",4110.31
"0070423",33313.82
"0117222",309159.24
"0152938",40821.27
"0320628",12227.2
"0077997",51007.02
"0049084",289172.15
"0325051",98184
"0325051",117684
"0325051",62684
"0229867",30746
"0229867",34306
"0175204",11039.54
"0175179",8833.9
"0085268",9413.55
"0081281",1809.19
"0164244",297617.064
"0289351",435571.77
"0117222",593837.24
"0173031",80001.38
"0277241",27349.65
"0059993",106534.81
"0137408",3554.04
"0187569",195431.12
"0167758",21882.67
"0318526",62754.86
"0177391",14498.58
"0103693",358.1165
"0175128",238063.32
"0035119",121262.04
"0152938",110935.84
"0189096",7292.2
"0163528",804
"0152871",0
"0155631",365107.85
"0189496",22756.98
"0189496",26682.98
"0179995",11196.32
"0174735",5960.25
"0174735",12960.25
"0189096",11000
"0152299",242.9
"0283166",32002.76
"0127024",15957.35
"0322673",9704
"0170832",30928.2
"0152938",15678.27
"0152938",20278.27
"0175128",218069.32
"0175128",178075.32
"0103693",1009.823
"0289937",1820
"0107228",198229.32
"0046881",45211.35
"0049938",4288.81
"0174735",26249.6
"0174735",24.96
"0174735",32388.25
"0070423",12313.82
"0166961",2142436.15
"0103693",10698.71
"0167821",71273.43
"0121367",4956.12
"0046881",42739.35
"0227775",809.55
"0155631",389587.85
"0185075",1055584.5
"0134206",87059.8
"0186783",5261.5
"0103693",72184.71
"0166961",22436.15
"0082412",179.93
"0055422",73985.19
"0174414",179.79
"0103572",19966.03
"0227775",30675.55
"0289351",8588.66
"0308007",296.48
"0320628",777.2
"0164244",135735.262
"0289351",11273.66
"0170832",15428.2
"0152938",376919.27
"0308007",296.48
"0059993",87534.81
"0318526",117474.86
"0158724",50621.18
"0326228",160166
"0134206",69409.8
"0179995",11186.61
"0161921",29827.89
"0293922",1551
"0320628",8427.2
"0071785",45173.59
"0289937",48206
"0319872",14644.79
"0115882",773127.75
"0123242",118306.01
"0152938",59357.27
"0177523",25034
"0107228",259331.32
"0276044",2053.5
"0041210",575.72
"0230007",225
"0154220",17399.2
"0164244",35390.93
"0184775",200647.8
"0200232",93022.5
"0200232",128022.5
"0103693",3192.137
"0179995",173114.218
"0187868",19172.46
"0041227",3500.39
"0155631",477923.85
"0041210",3916.84
"0173031",38876.11
"0289351",124451.16
"0178420",109048.11
"0103693",117789.88
"0186009",41482.9
"0073785",19466.14
"0103572",8894.03
"0165543",947.2
"0174735",17438.25
"0123016",51618.58
"0123016",67636.58
"0320628",5652.2
"0325789",2367.34
"0325789",906.98
"0103403",1044337.5
"0275585",5100.67
"0161150",286081.6
"0182797",123822.13
"0182797",845852.13
"0165059",62667.55
"0165059",72667.55
"0270175",122882.5
"0171250",236.04
"0175128",343051.32
"0175128",238063.32
"0288219",6505.13
"0121367",3056.12
"0123016",70326.58
"0059993",174534.81
"0070797",602.1
"0070797",2102.1
"0040097",225258.75
"0072447",23158.67
"0280141",95
"0280141",3331
"0285532",439
"0165543",469.2
"0127024",24638.85
"0123448",49164.86
"0090090",29022.9
"0270175",195379.5
"0136475",407011.24
"0173840",42000
"0103743",41811.91
"0136475",290932.24
"0173840",49400
"0173840",88500
"0325789",5896.88
"0318526",110554.86
"0227067",16048
"0227067",35064
"0321655",31025.63
"0321928",4099.25
"0117222",273497.24
"0152938",3774.57
"0130023",1212.18
"0193564",900.36
"0321928",2099.25
"0325051",83934
"0170832",6148.2
"0152938",60520.84
"0088190",93127.24
"0321928",4999.25
"0325051",70184
"0229867",1696
"0170288",175700.06
"0170288",181700.06
"0165190",9529.65
"0118575",190891.87
"0097907",20399.85
"0164244",119354.91
"0325789",11345.4
"0189496",20360.09
"0118575",40891.87
"0174735",43066.25
"0326766",61.85
"0124962",67566.15
"0124962",80972.15
"0073785",5849.91
"0230007",425
"0089843",8614.2
"0117222",1016598.7062882
"0167758",15926.67
"0289351",351770.66
"0186783",3261.5
"0186783",5261.5
"0071785",48390.49
"0058003",3043233.68
"0090090",-630673.62
"0076805",77151.73
"0123242",540193.01
"0116457",348.05
"0165190",5457.65
"0165059",25986.19
"0123242",293899.01
"0102307",912.51
"0166961",1010467.65
"0227775",9.55
"0173840",44800
"0227067",181676
"0059993",52020.81
"0198168",61590.23
"0283166",98.76
"0181795",18463.7
"0178420",22291.81
"0130023",212.18
"0152938",96361.84
"0270175",32248.5
"0321655",83655.78
"0325051",60134
"0159388",6776.3
"0103692",23554.12
"0152871",56959.13
"0158724",105549.18
"0158724",109585.18
"0072447",22272.62
"0073785",75579.91
"0277241",7684.95
"0117222",583199.4
"0173031",48700
"0134206",27379.8
"0322673",168
"0227067",150334.4
"0227067",6
"0227067",4878
"0138026",0.72
"0122056",4564.95
"0130956",13972.46
"0130956",11062.46
"0071785",41749.49
"0170288",140835.06
"0090090",-606431.44
"0076805",927763.73
"0119977",10323.44
"0166021",94948.43
"0195952",6216.44
"0195952",36.44
"0122049",5116.71
"0122682",7316.33
"0192077",198.09
"0103693",442664.7
"0119977",110098.44
"0173031",3300
"0173031",48700
"0173031",2880.72
"0173031",7155.11
"0227067",22546
"0199178",5899.47
"0277241",20829.66
"0127024",19036.35
"0123448",176092.86
"0123448",141610.86
"0175179",23272.2
"0167758",31434.67
"0112297",1624.44
"0162572",0
"0278024",80
"0278201",181
"0117222",270147.24
"0170288",171000.06
"0173840",46000
"0103693",28713.71
"0059993",30136.81
"0165059",32034.19
"0165059",48417.55
"0270175",67289.5
"0270175",45379.5
"0090090",0
"0090090",11307.9
"0009366",111298.86
"0136897",5658.41
"0070423",45313.82
"0119977",92098.44
"0125271",72903.21
"0163528",654
"0197184",22392.99
"0319872",59348.406
"0321655",50152.53
"0321655",55188.53
"0162131",880521.28
"0162131",909563.28
"0173967",474.16
"0173967",10.16
"0115882",677831.75
"0186009",1565.9
"0072447",17424.09
"0119977",77278.267
"0097577",0.42
"0097577",0.42
"0103572",99803.03
"0179995",11947.86
"0289937",59092
"0115882",602861.75
"0089843",3790.72
"0166555",19.81
"0326766",43755.85
"0325051",142934
"0325051",59634
"0072447",16130.59
"0089843",2675.12
"0152938",2274.57
"0152938",3274.57
"0284881",117637
"0089843",8224.2
"0325789",1549.84
"0072447",18121.59
"0139974",2674.34
"0041210",9030.72
"0041227",31368.39
"0155631",377232.85
"0130023",527.18
"0049084",329950.15
"0124962",40054.15
"0124962",60066.15
"0137408",39695.03
"0187569",24777.67
"0189096",37000.05
"0163528",6794
"0276044",4053.5
"0175445",55893.3
"0161150",280009.6
"0161150",286081.6
"0076805",447769.73
"0037262",656.73
"0102307",6113.51
"0200232",93022.5
"0275585",0.67
"0181795",12763.7
"0046881",52013.35
"0046881",69121.35
"0049938",5063.81
"0049938",33063.81
"0165059",81933.55
"0270175",101998.5
"0175128",324443.32
"0186205",70865.55
"0270175",48832.5
"0175445",23097.3
"0118575",222374.87
"0081121",55901.45
"0155631",357012.85
"0155631",358722.85
"0321928",4999.25
"0325051",71184
"0229867",25246
"0076805",677145.73
"0106912",280291.56
"0106912",1066004.56
"0120868",75150.11
"0120868",75150.11
"0198168",1850.23
"0198168",12970.23
"0174414",701.69
"0321655",28989.63
"0321928",3099.25
"0325051",139184
"0127024",20342.85
"0178420",42398.11
"0085268",7013.55
"0127024",7060.29
"0090090",60910.44
"0162131",1000083.28
"0041395",413049.99
"0170832",66148.2
"0170832",2428.2
"0152938",88435.84
"0152938",92325.84
"0173967",10.16
"0156490",32907.21
"0117110",22897.08
"0227067",98008
"0138026",0.72
"0122056",246.95
"0130956",8209.46
"0103572",396590.5
"0050764",10140.51
"0160462",11004.23
"0161921",17209.89
"0090090",-606431.44
"0050764",28075.84
"0284881",154837
"0152938",66343.84
"0121701",163250.58
"0055943",10012.7
"0286078",67.4
"0173840",49000
"0127029",117011.14
"0173858",32989.34
"0097907",10707.85
"0164244",45864.91
"0085268",39263.55
"0167104",1228570.0895
"0127024",15125.35
"0159388",46470.3
"0117222",368003.4
"0009366",56298.86
"0130956",2005.46
"0122051",50180.18
"0122051",54956.18
"0122083",3710.86
"0122083",23812.86
"0162572",12549.44
"0187569",15554.77
"0189096",23652.2
"0197184",22356.99
"0121701",59881.58
"0162572",280061.44
"0137408",20109.03
"0137408",21309.03
"0121701",23246.58
"0319872",15638.2775
"0319872",
"0199178",6039.47
"0071785",34749.49
"0130164",4708.48
"0186617",149.8
"0186783",61.5
"0154220",24379.2
"0050764",78075.84
"0041801",333051.99
"0170288",292560.46
"0073785",24126.91
"0174414",70.79
