CIF_ID,CUST_AGE,AGE_WITH_BANK,DIS_AMT,REP_PERD_MTHS,FLOW_AMT,NO_OF_INSTALLMENTS,min_cred_amt_6_months,max_cred_amt_6_months,avg_cred_amt_6_months,median_cred_amt_6_months,avg_monthly_cred_count_6_months,avg_eod_bal_6_months,median_eod_bal_6_months,min_debit_amt_6_months,max_debit_amt_6_months,avg_debit_amt_6_months,median_debit_amt_6_months,avg_monthly_debit_count_6_months,no_of_non_loan_accounts,no_of_loan_accounts,first_otg_trans,number_of_months_active_otg,avg_otg_tran_amt,median_otg_tran_amount,avg_monthly_otg_trans_count,avg_debit_to_credit_amt_ratio,median_debit_to_credit_amt_ratio,DEFAULT_STATUS_ENCODED,number_of_inactive_months_otg,MARITALSTATUS_MARRIED,MARITALSTATUS_SINGLE,SEGMENTATION_CLASS_BL03_OR_BLO5,OTG_TRANSACTING_FLAG,cust_age_19-20,cust_age_21-30,cust_age_31-40,cust_age_41-50,cust_age_51-60,cust_age_61-70,cust_age_71-80,age_with_bank_0-4,age_with_bank_5-8,age_with_bank_9-11,age_with_bank_12-15,first_otg_trans_0-4,first_otg_trans_5-8,first_otg_trans_9-11,first_otg_trans_12-15,no_of_inactive_months_otg_0- <3,no_of_inactive_months_otg_3- <6,no_of_inactive_months_otg_6- <9,no_of_inactive_months_otg_9 - 11
0048695,52,12,1800000.0,60,43654.0,1,4.0,1800000.0,32703.116788321167,9100.0,19.571428571428573,121382.7056804734,78028.33,15.0,150000.0,11221.0623046875,3419.05,36.57142857142857,3.0,0.0,7.0,7.0,16120.0,10000.0,12.625,0.3431190481726417,0.3757197802197802,1,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0175449,34,4,840000.0,60,20094.0,1,24698.0,840000.0,137130.65882352943,75800.0,2.4285714285714284,450788.46666666656,406953.2,70.0,365933.2,53189.26,36800.0,4.0,2.0,0.0,1.0,0.0,11500.0,11500.0,2.0,0.3878728539359542,0.4854881266490765,1,1.0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0332168,23,1,209600.0,60,10108.0,2,1.0,209600.0,21542.8125,5000.0,2.2857142857142856,6620.694545454546,203.0,1.0,40000.0,2573.7885,50.0,11.428571428571429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119473188563471,0.01,1,0.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0063195,34,11,350000.0,60,8482.0,1,1.0,350000.0,27344.39393939394,16.0,4.714285714285714,21782.289024390248,9172.85,6.0,40000.0,5931.742268041237,1200.0,13.857142857142858,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216927180071657,75.0,1,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0161809,32,5,435300.0,60,10579.0,1,1000.0,435300.0,58146.5,30243.0,2.0,24633.755,5623.5,6.0,106000.0,13331.422608695651,2241.2,6.571428571428571,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2292730019639299,0.0741064047878848,1,0.0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0158724,44,5,1415400.0,60,34237.0,1,22.0,1415400.0,61332.13888888889,15750.0,5.142857142857143,64613.36270833333,46372.18,6.0,56616.0,4327.067572815534,30.0,29.428571428571427,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0705513887368998,0.0019047619047619,1,0.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0321359,29,2,150000.0,36,5256.0,1,60.0,150000.0,15503.44,4000.0,3.571428571428572,63956.32941176471,63011.0,15.0,30000.0,2611.126213592233,1000.0,14.714285714285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168422376813935,0.25,1,0.0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0325447,33,2,307600.0,60,7474.0,1,5000.0,307600.0,39856.083333333336,14448.0,2.0,13859.526000000002,149.0,5.0,41600.0,10378.802857142857,5083.84,4.666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2604069940927342,0.3518715393133997,1,0.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0316491,50,2,2000000.0,36,70202.0,1,20.0,2000000.0,11853.72535760728,260.0,109.85714285714286,95292.72771929826,29514.9,50.0,585700.0,33522.12781512605,5125.0,34.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.8279824952762884,19.71153846153846,1,0.0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0173382,34,4,100000.0,24,4868.0,1,25626.0,100000.0,38017.142857142855,27474.0,1.1666666666666667,3490.2200000000003,102.47,6.0,40000.0,13283.2,2400.0,3.333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.349400270554637,0.0873553177549683,1,0.0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0330820,26,1,100000.0,60,2430.0,1,10000.0,100000.0,27546.2625,19761.25,1.1428571428571428,9132.638235294118,4593.75,5.0,19200.0,4401.741935483871,2000.0,4.428571428571429,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1597945251368991,0.1012081725599342,1,0.0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0152691,38,6,640000.0,60,15525.0,1,12000.0,640000.0,77076.92307692308,30000.0,2.1666666666666665,32796.94545454546,11978.4,6.0,62000.0,4800.428571428572,30.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0622810094097519,0.001,1,0.0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0183527,32,4,3000000.0,60,72969.0,1,1.0,3000000.0,64868.12094339623,43000.0,15.142857142857142,129299.8336,0.0,0.1,156243.0,8575.005173913043,850.0,65.71428571428571,5.0,0.0,11.0,11.0,16325.302603686636,5000.0,72.33333333333333,0.1321913607054468,0.0197674418604651,1,0.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0138136,33,6,300000.0,12,27152.0,1,2.0,300000.0,34224.95,4625.0,5.714285714285714,257333.4800925926,303311.55,5.0,100000.0,8892.507692307692,4000.0,18.571428571428573,3.0,0.0,8.0,8.0,11649.60396039604,3200.0,10.1,0.2598252938954679,0.8648648648648649,1,0.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0286199,42,2,434000.0,60,10550.0,1,1680.0,434000.0,65751.7,27037.05,1.4285714285714286,15074.575490196075,4629.85,100.0,30000.0,5073.942857142857,1000.0,7.0,1.0,0.0,0.0,0.0,1000.0,1000.0,1.0,0.0771682383442992,0.0369862836367133,1,0.0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0342713,31,1,185700.0,12,16761.0,1,33902.0,185700.0,56829.42857142857,34627.0,1.4,3310.01551724138,1356.0,50.0,150000.0,7499.56826923077,800.0,7.428571428571429,1.0,0.0,11.0,10.0,2438.974193548387,500.0,14.090909090909092,0.1319662797560001,0.0231033586507638,1,1.0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0307203,28,2,60000.0,60,1458.0,1,26600.0,60000.0,33673.28571428572,30200.0,1.1666666666666667,6748.065217391304,3639.5,10.0,30000.0,3589.483333333333,950.0,8.571428571428571,1.0,0.0,5.0,5.0,3578.795918367347,900.0,8.166666666666666,0.1065973592179189,0.0314569536423841,1,0.0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0333511,32,1,2000000.0,60,48175.0,1,1.0,2000000.0,6265.655487804878,350.0,93.71428571428572,16973.52429710145,4050.0,1.75,150000.0,10418.488073770492,3000.0,34.857142857142854,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6627929981226153,8.571428571428571,1,0.0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0332211,29,1,352074.0,46,10259.0,1,2.0,352074.0,38790.470588235294,4200.0,2.4285714285714284,9389.945952380953,4928.02,0.02,330000.0,5459.213902439024,1168.0,17.571428571428573,2.0,0.0,9.0,9.0,2756.67701863354,1030.0,14.636363636363637,0.1407359544664751,0.2780952380952381,1,0.0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0169693,38,5,1000000.0,60,24321.0,1,6000.0,1000000.0,225356.7511111111,146029.96,1.2857142857142858,252167.94464,256652.4,100.0,92620.0,4646.42523364486,1027.5,30.571428571428573,2.0,0.0,8.0,8.0,4228.044728434505,1030.0,31.3,0.0206180875910567,0.0070362273604676,1,0.0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0192622,55,3,1200000.0,60,29124.0,1,1.0,1200000.0,148306.0909090909,70891.0,1.8333333333333333,54043.77058823529,7037.049999999999,6.0,48000.0,9536.605454545455,500.0,7.857142857142857,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0643035319459079,0.0070530814913035,1,0.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0175419,38,4,1000000.0,24,48747.0,1,1.0,1000000.0,59439.296875,12.5,9.142857142857142,145742.33672619046,86781.52,0.36,225500.0,6942.386358974358,1500.0,55.71428571428572,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1167979219803709,120.0,1,0.0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0185697,32,4,1003500.0,60,24375.0,1,3.0,1003500.0,68117.15608695653,30000.0,3.2857142857142856,24841.64044117647,2732.59,5.0,56000.0,4943.664538461538,1015.0,18.571428571428573,2.0,0.0,9.0,9.0,7945.330188679245,3000.0,9.636363636363637,0.0725759092489209,0.0338333333333333,1,0.0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0320158,51,2,3000000.0,36,105044.0,1,9.0,3000000.0,104597.68777777776,57539.25,12.857142857142858,124803.57612612614,59150.65,6.0,1500000.0,57452.40476190476,10000.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5492703135461736,0.1737944099028054,1,0.0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0316812,45,2,400000.0,60,9534.0,1,4000.0,400000.0,39784.05,9821.0,2.0,19194.339130434782,392.8,5.0,22000.0,6016.787878787879,2000.0,4.714285714285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1512361833143654,0.2036452499745443,1,0.0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0061128,42,11,1185500.0,60,28795.0,1,6.0,1200000.0,91364.56164383562,40000.0,10.428571428571429,127707.67411214956,25171.0,1.0,990000.0,29328.334299516904,3000.0,29.571428571428573,2.0,3.0,2.0,2.0,38303.625,29500.0,5.333333333333333,0.3210033931301162,0.075,1,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0338246,54,1,1758102.74,36,61164.0,1,3.0,1758102.74,96100.32791666668,14575.0,6.857142857142857,286746.82785714284,177183.0,50.0,411600.0,30329.54603603604,8000.0,15.857142857142858,2.0,0.0,8.0,8.0,18290.384615384617,9500.0,14.444444444444445,0.3156029401100096,0.548885077186964,1,0.0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
